521,1,10,1,1,1,0,1,1,1,5,1,1,3.4521
521,1,10,1,1,0,0,0,0,7,1,0,1,4.805
521,1,10,1,1,1,1,1,1,7,7,1,1,0.93235
521,1,10,1,1,0,1,0,0,5,7,1,2,1.1913
521,1,10,1,1,1,1,0,1,5,5,0,2,1.4833
521,1,10,1,1,0,0,0,0,7,1,0,1,0.8418
521,1,10,1,1,1,0,1,1,1,5,0,2,0.87537
521,1,10,1,1,1,1,1,0,7,7,NaN,NaN,NaN
521,1,10,1,1,0,0,1,0,7,1,0,1,1.1737
521,1,10,1,1,1,1,1,0,7,7,1,1,1.4283
521,1,10,1,1,1,0,1,1,7,9,1,1,0.80674
521,1,10,1,1,1,1,0,1,5,5,1,1,0.72184
521,1,10,1,1,1,1,0,0,1,1,0,2,0.54839
521,1,10,1,1,0,1,0,0,9,1,0,1,0.71815
521,1,10,1,1,1,1,1,1,7,7,1,1,0.40946
521,1,10,1,1,0,1,1,0,5,7,0,1,0.65342
521,1,10,1,1,1,1,0,0,1,1,1,1,3.0763
521,1,10,1,1,1,0,1,0,5,1,1,1,0.82202
521,1,10,1,1,0,1,0,1,9,1,0,1,0.58332
521,1,10,1,1,0,1,0,0,5,7,1,2,1.3235
521,1,10,1,1,0,0,1,0,7,1,0,1,0.63021
521,1,10,1,1,1,0,1,1,7,9,0,2,0.55613
521,1,10,1,1,0,1,1,0,5,7,0,1,1.2528
521,1,10,1,1,0,1,0,1,9,1,0,1,0.61836
521,1,10,1,1,1,0,1,1,1,5,0,2,0.22979
521,1,10,1,1,0,1,0,1,1,9,1,2,1.0889
521,1,10,1,1,1,0,0,1,7,9,1,1,1.9892
521,1,10,1,1,1,0,0,1,7,9,0,2,2.2181
521,1,10,1,1,0,1,0,0,9,1,0,1,0.35697
521,1,10,1,1,1,0,1,0,5,1,1,1,0.35121
521,1,10,1,1,0,1,0,1,1,9,1,2,2.9219
521,1,10,1,1,1,0,1,1,1,5,0,2,0.65313
521,2,6,1,1,1,1,1,1,5,5,0,2,0.44593
521,2,6,1,1,0,0,0,0,1,7,1,2,0.68819
521,2,6,1,1,1,0,1,0,1,5,1,1,0.50956
521,2,6,1,1,0,1,1,1,1,9,1,2,0.33424
521,2,6,1,1,0,1,1,1,7,5,1,2,0.23557
521,2,6,1,1,0,1,0,0,1,9,0,1,2.7981
521,2,6,1,1,1,1,0,1,1,1,1,1,0.86468
521,2,6,1,1,1,0,0,0,9,7,0,2,0.23696
521,2,6,1,1,1,0,1,1,5,1,0,2,0.6846
521,2,6,1,1,1,0,1,0,9,7,1,1,0.24863
521,2,6,1,1,1,0,1,1,5,1,0,2,0.24597
521,2,6,1,1,1,0,0,1,5,1,1,1,0.63332
521,2,6,1,1,1,0,1,0,9,7,1,1,0.36613
521,2,6,1,1,1,0,0,0,9,7,1,1,0.42986
521,2,6,1,1,1,0,0,1,1,5,1,1,2.1263
521,2,6,1,1,1,0,0,1,1,5,0,2,0.35051
521,2,6,1,1,0,0,0,0,1,7,0,1,0.12839
521,2,6,1,1,1,1,1,1,5,5,1,1,0.39167
521,2,6,1,1,0,0,0,0,5,9,1,2,0.89829
521,2,6,1,1,0,0,1,0,1,7,1,2,0.78106
521,2,6,1,1,1,0,1,0,1,5,0,2,0.38609
521,2,6,1,1,0,1,0,1,5,7,0,1,0.49649
521,2,6,1,1,0,0,1,0,1,7,1,2,0.89807
521,2,6,1,1,0,1,0,0,1,9,0,1,0.53485
521,2,6,1,1,0,1,1,0,5,7,0,1,0.37849
521,2,6,1,1,1,1,0,1,1,1,0,2,0.61727
521,2,6,1,1,0,1,0,1,5,7,0,1,0.6282
521,2,6,1,1,0,0,0,0,5,9,1,2,0.21751
521,2,6,1,1,0,1,1,1,7,5,1,2,0.11008
521,2,6,1,1,0,1,1,0,5,7,0,1,0.22094
521,2,6,1,1,0,1,1,1,1,9,1,2,0.31828
521,2,6,1,1,1,0,0,1,5,1,0,2,0.73036
521,3,5,1,0,0,0,0,0,9,7,1,2,1.2254
521,3,5,1,0,1,1,0,1,9,9,0,2,0.60186
521,3,5,1,0,0,1,1,1,5,7,1,2,0.26521
521,3,5,1,0,0,1,1,1,1,9,1,2,0.15622
521,3,5,1,0,0,1,0,1,5,7,1,2,1.3982
521,3,5,1,0,1,0,0,0,5,9,1,1,0.64218
521,3,5,1,0,0,1,0,0,1,9,1,2,0.7509
521,3,5,1,0,0,0,1,0,5,1,0,1,0.96952
521,3,5,1,0,1,1,0,1,9,9,1,1,0.96465
521,3,5,1,0,1,1,0,1,1,1,0,2,0.48742
521,3,5,1,0,1,0,0,1,9,5,0,2,0.92381
521,3,5,1,0,1,1,0,1,1,1,0,2,0.76173
521,3,5,1,0,1,0,1,1,5,9,1,1,0.79241
521,3,5,1,0,0,0,0,0,9,7,0,1,0.58284
521,3,5,1,0,0,1,0,1,5,7,0,1,0.51777
521,3,5,1,0,0,1,1,0,7,5,0,1,0.38058
521,3,5,1,0,1,1,0,0,9,9,0,2,0.11924
521,3,5,1,0,1,0,0,1,9,5,1,1,0.63864
521,3,5,1,0,0,1,1,0,5,7,1,2,0.49475
521,3,5,1,0,1,1,1,1,5,5,0,2,0.42399
521,3,5,1,0,1,1,1,1,5,5,0,2,0.27603
521,3,5,1,0,0,1,1,1,1,9,1,2,0.22454
521,3,5,1,0,0,1,1,0,5,7,0,1,0.3775
521,3,5,1,0,0,1,1,1,5,7,1,2,0.25169
521,3,5,1,0,1,0,0,0,5,9,0,2,0.67385
521,3,5,1,0,0,1,0,0,1,9,1,2,0.393
521,3,5,1,0,0,1,1,0,7,5,1,2,0.37026
521,3,5,1,0,1,1,0,0,9,9,1,1,0.40057
521,3,5,1,0,0,0,1,0,5,1,1,2,0.35785
521,3,5,1,0,1,1,1,0,7,7,1,1,0.38072
521,3,5,1,0,1,1,1,0,7,7,1,1,0.2259
521,3,5,1,0,1,0,1,1,5,9,1,1,0.12773
521,4,14,1,1,0,0,0,0,9,5,0,1,0.93759
521,4,14,1,1,0,0,1,0,5,9,0,1,0.38188
521,4,14,1,1,1,0,1,1,5,1,0,2,0.29247
521,4,14,1,1,0,0,0,1,1,7,0,1,0.44969
521,4,14,1,1,0,1,1,0,9,1,0,1,0.43982
521,4,14,1,1,1,0,1,1,5,1,1,1,0.24761
521,4,14,1,1,0,0,0,1,1,7,0,1,0.49982
521,4,14,1,1,1,1,1,0,7,7,1,1,0.66929
521,4,14,1,1,1,0,0,1,9,7,1,1,0.55585
521,4,14,1,1,1,0,0,1,1,5,0,2,0.53428
521,4,14,1,1,0,0,1,1,5,9,1,2,0.25658
521,4,14,1,1,0,1,1,0,9,1,1,2,1.3206
521,4,14,1,1,1,1,0,1,5,5,1,1,0.68325
521,4,14,1,1,0,0,0,0,9,5,0,1,0.51032
521,4,14,1,1,0,0,1,1,1,7,0,1,0.55121
