802,8,8,5,1,7,1,3,2,2,1,1.6483
802,8,8,5,2,1,3,3,1,1,1,1.2504
802,8,8,5,3,6,2,1,2,2,1,1.8693
802,8,8,5,4,8,1,2,2,2,1,1.6747
802,8,8,5,5,9,1,1,2,2,1,1.3016
802,8,8,5,6,3,2,3,1,1,1,2.0027
802,8,8,5,7,2,3,2,1,1,1,1.5807
802,8,8,5,8,4,2,2,2,1,0,1.6186
802,8,8,5,9,5,3,1,2,2,1,3.8004
802,8,8,5,10,6,2,1,2,2,1,1.1392
802,8,8,5,11,2,3,2,1,1,1,1.4292
802,8,8,5,12,7,1,3,2,2,1,1.1246
802,8,8,5,13,8,1,2,2,2,1,1.2476
802,8,8,5,14,3,2,3,1,1,1,1.235
802,8,8,5,15,4,2,2,1,1,1,1.6357
802,8,8,5,16,1,3,3,1,1,1,1.3155
802,8,8,5,17,4,2,2,2,1,0,1.3003
802,8,8,5,18,6,2,1,2,2,1,1.3515
802,8,8,5,19,6,2,1,2,2,1,1.2477
802,8,8,5,20,3,2,3,1,1,1,1.4133
802,8,8,5,21,9,1,1,2,2,1,1.1201
802,8,8,5,22,3,2,3,1,1,1,1.4825
802,8,8,5,23,5,3,1,2,2,1,1.4821
802,8,8,5,24,3,2,3,1,1,1,1.5813
802,8,8,5,25,7,1,3,2,2,1,1.0872
802,8,8,5,26,1,3,3,1,1,1,1.206
802,8,8,5,27,2,3,2,1,1,1,1.6505
802,8,8,5,28,7,1,3,2,2,1,1.4659
802,8,8,5,29,6,2,1,2,2,1,1.4786
802,8,8,5,30,5,3,1,2,2,1,1.6233
802,8,8,5,31,9,1,1,2,2,1,1.3668
802,8,8,5,32,9,1,1,2,2,1,1.254
802,8,8,5,33,8,1,2,2,2,1,2.0511
802,8,8,5,34,6,2,1,1,2,0,1.8964
802,8,8,5,35,1,3,3,1,1,1,1.2727
802,8,8,5,36,4,2,2,1,1,1,1.8037
802,8,8,5,37,9,1,1,2,2,1,1.1394
802,8,8,5,38,4,2,2,2,1,0,1.5929
802,8,8,5,39,3,2,3,1,1,1,1.3644
802,8,8,5,40,5,3,1,2,2,1,1.4117
802,8,8,5,41,2,3,2,1,1,1,1.4392
802,8,8,5,42,4,2,2,2,1,0,1.1771
802,8,8,5,43,5,3,1,2,2,1,1.2474
802,8,8,5,44,2,3,2,1,1,1,1.4653
802,8,8,5,45,7,1,3,2,2,1,1.2776
802,8,8,5,46,1,3,3,1,1,1,1.5709
802,8,8,5,47,1,3,3,1,1,1,1.5822
802,8,8,5,48,2,3,2,1,1,1,1.4829
802,8,8,5,49,8,1,2,2,2,1,1.1601
802,8,8,5,50,7,1,3,2,2,1,1.3282
802,8,8,5,51,8,1,2,2,2,1,1.3029
802,8,8,5,52,8,1,2,2,2,1,1.2168
802,8,8,5,53,5,3,1,2,2,1,1.6359
802,8,8,5,54,9,1,1,2,2,1,1.2325
802,8,8,5,1,6,2,1,2,2,1,1.4553
802,8,8,5,2,5,3,1,1,2,0,2.32
802,8,8,5,3,7,1,3,2,2,1,1.4401
802,8,8,5,4,1,3,3,1,1,1,1.2689
802,8,8,5,5,8,1,2,2,2,1,1.4236
802,8,8,5,6,5,3,1,2,2,1,1.9594
802,8,8,5,7,9,1,1,2,2,1,1.1828
802,8,8,5,8,7,1,3,2,2,1,1.4405
802,8,8,5,9,4,2,2,1,1,1,2.0627
802,8,8,5,10,3,2,3,1,1,1,1.4279
802,8,8,5,11,3,2,3,1,1,1,1.5809
802,8,8,5,12,3,2,3,1,1,1,1.3483
802,8,8,5,13,6,2,1,2,2,1,1.2278
802,8,8,5,14,7,1,3,2,2,1,1.4138
802,8,8,5,15,2,3,2,1,1,1,2.2422
802,8,8,5,16,5,3,1,2,2,1,1.2727
802,8,8,5,17,5,3,1,2,2,1,1.3237
802,8,8,5,18,8,1,2,2,2,1,1.3336
802,8,8,5,19,1,3,3,1,1,1,1.3422
802,8,8,5,20,1,3,3,1,1,1,1.4263
802,8,8,5,21,3,2,3,1,1,1,1.6543
802,8,8,5,22,6,2,1,2,2,1,1.1053
802,8,8,5,23,4,2,2,1,1,1,1.6249
802,8,8,5,24,8,1,2,2,2,1,1.232
802,8,8,5,25,7,1,3,2,2,1,1.3486
802,8,8,5,26,8,1,2,2,2,1,1.5781
802,8,8,5,27,4,2,2,1,1,1,1.4683
802,8,8,5,28,9,1,1,2,2,1,1.0158
802,8,8,5,29,2,3,2,1,1,1,1.5037
802,8,8,5,30,3,2,3,1,1,1,1.4681
802,8,8,5,31,5,3,1,2,2,1,1.2617
802,8,8,5,32,9,1,1,2,2,1,1.0898
802,8,8,5,33,2,3,2,1,1,1,1.3951
802,8,8,5,34,2,3,2,1,1,1,1.527
802,8,8,5,35,9,1,1,2,2,1,1.3685
802,8,8,5,36,7,1,3,2,2,1,1.2029
802,8,8,5,37,8,1,2,2,2,1,1.46
802,8,8,5,38,1,3,3,1,1,1,1.3003
802,8,8,5,39,4,2,2,1,1,1,1.388
802,8,8,5,40,9,1,1,2,2,1,1.0448
802,8,8,5,41,4,2,2,1,1,1,1.2958
802,8,8,5,42,6,2,1,2,2,1,1.0725
802,8,8,5,43,2,3,2,1,1,1,1.0986
802,8,8,5,44,1,3,3,1,1,1,1.1392
802,8,8,5,45,6,2,1,2,2,1,1.2914
802,8,8,5,1,1,3,3,1,1,1,1.4635
802,8,8,5,2,9,1,1,2,2,1,1.077
802,8,8,5,3,4,2,2,1,1,1,2.2757
802,8,8,5,4,5,3,1,2,2,1,1.1187
802,8,8,5,5,7,1,3,2,2,1,1.0339
802,8,8,5,6,6,2,1,2,2,1,1.0865
802,8,8,5,7,7,1,3,2,2,1,0.99056
802,8,8,5,8,8,1,2,2,2,1,1.4082
802,8,8,5,9,4,2,2,1,1,1,1.9385
802,8,8,5,10,7,1,3,2,2,1,1.2779
802,8,8,5,11,5,3,1,2,2,1,1.332
802,8,8,5,12,8,1,2,2,2,1,1.3618
802,8,8,5,13,6,2,1,2,2,1,1.2827
802,8,8,5,14,6,2,1,2,2,1,1.3445
802,8,8,5,15,4,2,2,1,1,1,1.3173
802,8,8,5,16,1,3,3,1,1,1,1.1623
802,8,8,5,17,1,3,3,1,1,1,1.1806
802,8,8,5,18,9,1,1,2,2,1,1.197
802,8,8,5,19,6,2,1,2,2,1,1.2353
802,8,8,5,20,2,3,2,1,1,1,1.3714
802,8,8,5,21,9,1,1,2,2,1,0.95376
802,8,8,5,22,4,2,2,1,1,1,2.0716
802,8,8,5,23,2,3,2,1,1,1,1.23
802,8,8,5,24,9,1,1,2,2,1,1.0659
802,8,8,5,25,3,2,3,1,1,1,1.1904
802,8,8,5,26,8,1,2,2,2,1,1.5639
802,8,8,5,27,8,1,2,2,2,1,1.1158
802,8,8,5,28,3,2,3,1,1,1,1.2788
802,8,8,5,29,8,1,2,2,2,1,1.2043
802,8,8,5,30,5,3,1,2,2,1,1.5503
802,8,8,5,31,2,3,2,1,1,1,1.2451
802,8,8,5,32,1,3,3,1,1,1,1.1684
802,8,8,5,33,2,3,2,1,1,1,1.2563
802,8,8,5,34,3,2,3,1,1,1,1.1537
802,8,8,5,35,5,3,1,2,2,1,1.1146
802,8,8,5,36,7,1,3,2,2,1,1.0911
802,8,8,5,37,7,1,3,2,2,1,1.4538
802,8,8,5,38,2,3,2,1,1,1,1.4012
802,8,8,5,39,5,3,1,2,2,1,1.2522
802,8,8,5,40,6,2,1,2,2,1,1.2241
802,8,8,5,41,3,2,3,1,1,1,1.3279
802,8,8,5,42,9,1,1,2,2,1,1.1969
802,8,8,5,43,1,3,3,1,1,1,1.0457
802,8,8,5,44,3,2,3,1,1,1,1.2298
802,8,8,5,45,4,2,2,1,1,1,1.371
802,8,8,5,1,4,2,2,1,1,1,2.7694
802,8,8,5,2,9,1,1,2,2,1,1.0243
802,8,8,5,3,8,1,2,2,2,1,1.6033
802,8,8,5,4,5,3,1,2,2,1,1.17
802,8,8,5,5,3,2,3,1,1,1,1.2152
802,8,8,5,6,6,2,1,2,2,1,0.94793
802,8,8,5,7,4,2,2,1,1,1,2.5716
802,8,8,5,8,5,3,1,2,2,1,1.6735
802,8,8,5,9,3,2,3,1,1,1,1.1746
802,8,8,5,10,7,1,3,2,2,1,1.5018
802,8,8,5,11,1,3,3,1,1,1,1.2522
802,8,8,5,12,3,2,3,1,1,1,1.9349
802,8,8,5,13,7,1,3,2,2,1,1.4802
802,8,8,5,14,7,1,3,2,2,1,1.7022
802,8,8,5,15,2,3,2,1,1,1,1.6787
802,8,8,5,16,2,3,2,1,1,1,1.987
802,8,8,5,17,4,2,2,1,1,1,1.8589
802,8,8,5,18,2,3,2,1,1,1,1.8475
802,8,8,5,19,7,1,3,2,2,1,1.1694
802,8,8,5,20,9,1,1,2,2,1,1.2247
802,8,8,5,21,8,1,2,2,2,1,1.5569
802,8,8,5,22,4,2,2,1,1,1,1.4552
802,8,8,5,23,7,1,3,2,2,1,1.8652
802,8,8,5,24,6,2,1,2,2,1,1.5623
802,8,8,5,25,1,3,3,1,1,1,1.359
802,8,8,5,26,6,2,1,2,2,1,1.488
802,8,8,5,27,4,2,2,1,1,1,1.7789
802,8,8,5,28,5,3,1,2,2,1,1.4778
802,8,8,5,29,1,3,3,1,1,1,1.682
802,8,8,5,30,2,3,2,1,1,1,1.7913
802,8,8,5,31,6,2,1,2,2,1,1.5589
802,8,8,5,32,1,3,3,1,1,1,1.5024
802,8,8,5,33,9,1,1,2,2,1,1.0649
802,8,8,5,34,2,3,2,1,1,1,1.3734
802,8,8,5,35,6,2,1,2,2,1,1.2894
802,8,8,5,36,3,2,3,1,1,1,1.8367
802,8,8,5,37,8,1,2,2,2,1,1.4852
802,8,8,5,38,3,2,3,1,1,1,1.5522
802,8,8,5,39,9,1,1,2,2,1,1.1306
802,8,8,5,40,5,3,1,2,2,1,1.1776
802,8,8,5,41,9,1,1,2,2,1,1.0293
802,8,8,5,42,8,1,2,2,2,1,1.6715
802,8,8,5,43,8,1,2,2,2,1,1.3434
802,8,8,5,44,1,3,3,1,1,1,1.1465
802,8,8,5,45,5,3,1,2,2,1,1.0038
802,8,8,5,1,7,1,3,1,2,0,1.7278
802,8,8,5,2,3,2,3,1,1,1,1.3127
802,8,8,5,3,3,2,3,1,1,1,1.4286
802,8,8,5,4,6,2,1,2,2,1,1.1973
802,8,8,5,5,4,2,2,1,1,1,1.956
802,8,8,5,6,1,3,3,1,1,1,1.2806
802,8,8,5,7,2,3,2,1,1,1,1.4659
802,8,8,5,8,1,3,3,1,1,1,1.0152
802,8,8,5,9,8,1,2,2,2,1,1.6006
802,8,8,5,10,9,1,1,2,2,1,1.0135
802,8,8,5,11,5,3,1,2,2,1,1.1336
802,8,8,5,12,7,1,3,2,2,1,1.2231
802,8,8,5,13,5,3,1,2,2,1,1.3302
802,8,8,5,14,6,2,1,2,2,1,1.199
802,8,8,5,15,5,3,1,2,2,1,1.1516
802,8,8,5,16,9,1,1,2,2,1,0.9958
802,8,8,5,17,8,1,2,2,2,1,1.651
802,8,8,5,18,8,1,2,2,2,1,1.5522
802,8,8,5,19,9,1,1,2,2,1,0.98112
802,8,8,5,20,2,3,2,1,1,1,1.9252
802,8,8,5,21,3,2,3,1,1,1,1.3248
802,8,8,5,22,4,2,2,1,1,1,1.5862
802,8,8,5,23,7,1,3,2,2,1,1.6784
802,8,8,5,24,1,3,3,1,1,1,1.3274
802,8,8,5,25,4,2,2,1,1,1,1.5632
802,8,8,5,26,2,3,2,1,1,1,1.9584
802,8,8,5,27,1,3,3,1,1,1,1.2262
802,8,8,5,28,1,3,3,1,1,1,1.3005
802,8,8,5,29,9,1,1,2,2,1,1.0689
802,8,8,5,30,6,2,1,2,2,1,1.5387
802,8,8,5,31,6,2,1,2,2,1,1.9211
802,8,8,5,32,2,3,2,1,1,1,1.2572
802,8,8,5,33,3,2,3,1,1,1,1.4864
802,8,8,5,34,4,2,2,1,1,1,1.4745
802,8,8,5,35,7,1,3,2,2,1,1.6939
802,8,8,5,36,4,2,2,1,1,1,1.3691
802,8,8,5,37,5,3,1,2,2,1,1.449
802,8,8,5,38,8,1,2,2,2,1,0.9837
802,8,8,5,39,2,3,2,1,1,1,1.5413
802,8,8,5,40,6,2,1,2,2,1,1.6027
802,8,8,5,41,7,1,3,2,2,1,1.1402
802,8,8,5,42,3,2,3,1,1,1,1.4704
802,8,8,5,43,9,1,1,2,2,1,1.0391
802,8,8,5,44,5,3,1,2,2,1,1.6155
802,8,8,5,45,8,1,2,2,2,1,1.3364
802,8,8,5,1,6,2,1,1,2,0,2.4146
802,8,8,5,2,9,1,1,2,2,1,1.189
802,8,8,5,3,8,1,2,1,2,0,2.8339
802,8,8,5,4,9,1,1,2,2,1,0.98786
802,8,8,5,5,2,3,2,1,1,1,1.1781
802,8,8,5,6,3,2,3,1,1,1,1.443
802,8,8,5,7,5,3,1,2,2,1,1.4307
802,8,8,5,8,3,2,3,1,1,1,1.974
802,8,8,5,9,9,1,1,2,2,1,1.0388
802,8,8,5,10,5,3,1,2,2,1,1.5299
802,8,8,5,11,4,2,2,1,1,1,2.3598
802,8,8,5,12,6,2,1,2,2,1,2.0165
802,8,8,5,13,5,3,1,2,2,1,1.8439
802,8,8,5,14,1,3,3,1,1,1,1.2061
802,8,8,5,15,3,2,3,1,1,1,1.4574
802,8,8,5,16,9,1,1,2,2,1,1.4711
802,8,8,5,17,7,1,3,2,2,1,1.3661
802,8,8,5,18,8,1,2,2,2,1,1.7448
802,8,8,5,19,7,1,3,2,2,1,1.6318
802,8,8,5,20,9,1,1,2,2,1,1.6207
802,8,8,5,21,1,3,3,1,1,1,1.2622
802,8,8,5,22,7,1,3,2,2,1,1.0997
802,8,8,5,23,6,2,1,2,2,1,1.1988
802,8,8,5,24,1,3,3,1,1,1,1.1611
802,8,8,5,25,7,1,3,2,2,1,1.136
802,8,8,5,26,7,1,3,2,2,1,1.8263
802,8,8,5,27,2,3,2,1,1,1,1.3403
802,8,8,5,28,4,2,2,1,1,1,1.4472
802,8,8,5,29,1,3,3,1,1,1,1.4138
802,8,8,5,30,3,2,3,1,1,1,1.5869
802,8,8,5,31,8,1,2,2,2,1,1.4409
802,8,8,5,32,2,3,2,1,1,1,2.4921
802,8,8,5,33,1,3,3,1,1,1,1.2854
802,8,8,5,34,2,3,2,1,1,1,1.6379
802,8,8,5,35,3,2,3,1,1,1,1.579
802,8,8,5,36,6,2,1,1,2,0,2.105
802,8,8,5,37,4,2,2,1,1,1,1.6414
802,8,8,5,38,5,3,1,1,2,0,2.352
802,8,8,5,39,4,2,2,1,1,1,1.9217
802,8,8,5,40,8,1,2,2,2,1,1.6732
802,8,8,5,41,8,1,2,2,2,1,1.5511
802,8,8,5,42,4,2,2,1,1,1,1.9952
802,8,8,5,43,6,2,1,2,2,1,1.0653
802,8,8,5,44,2,3,2,1,1,1,1.6153
802,8,8,5,45,5,3,1,1,2,0,3.918
802,8,8,5,1,7,1,3,2,2,1,1.6025
802,8,8,5,2,9,1,1,2,2,1,1.5014
802,8,8,5,3,3,2,3,1,1,1,1.4934
802,8,8,5,4,5,3,1,2,2,1,1.0575
802,8,8,5,5,7,1,3,2,2,1,1.2724
802,8,8,5,6,8,1,2,2,2,1,1.6463
802,8,8,5,7,1,3,3,1,1,1,1.2344
802,8,8,5,8,5,3,1,2,2,1,1.5032
802,8,8,5,9,3,2,3,1,1,1,1.0883
802,8,8,5,10,1,3,3,1,1,1,1.3211
802,8,8,5,11,9,1,1,2,2,1,1.2281
802,8,8,5,12,4,2,2,1,1,1,2.3874
802,8,8,5,13,5,3,1,2,2,1,1.625
802,8,8,5,14,7,1,3,2,2,1,2.0729
802,8,8,5,15,1,3,3,1,1,1,1.2369
802,8,8,5,16,5,3,1,2,2,1,1.1072
802,8,8,5,17,3,2,3,1,1,1,1.188
802,8,8,5,18,4,2,2,2,1,0,2.563
802,8,8,5,19,6,2,1,2,2,1,0.97844
802,8,8,5,20,6,2,1,2,2,1,1.1686
802,8,8,5,21,6,2,1,2,2,1,1.9634
802,8,8,5,22,8,1,2,2,2,1,1.6592
802,8,8,5,23,6,2,1,2,2,1,2.5279
802,8,8,5,24,2,3,2,1,1,1,1.3172
802,8,8,5,25,9,1,1,2,2,1,0.98942
802,8,8,5,26,3,2,3,1,1,1,1.249
802,8,8,5,27,8,1,2,2,2,1,1.2921
802,8,8,5,28,1,3,3,1,1,1,1.4828
802,8,8,5,29,7,1,3,2,2,1,1.1825
802,8,8,5,30,4,2,2,1,1,1,2.1378
802,8,8,5,31,8,1,2,2,2,1,1.41
802,8,8,5,32,4,2,2,1,1,1,1.6399
802,8,8,5,33,3,2,3,1,1,1,3.9069
802,8,8,5,34,2,3,2,1,1,1,2.0098
802,8,8,5,35,9,1,1,2,2,1,1.0143
802,8,8,5,36,7,1,3,2,2,1,4.1367
802,8,8,5,37,9,1,1,2,2,1,1.2931
802,8,8,5,38,8,1,2,2,2,1,1.6719
802,8,8,5,39,2,3,2,1,1,1,1.4785
802,8,8,5,40,1,3,3,1,1,1,1.3412
802,8,8,5,41,6,2,1,2,2,1,1.6376
802,8,8,5,42,2,3,2,1,1,1,2.3498
802,8,8,5,43,4,2,2,2,1,0,4.0008
802,8,8,5,44,5,3,1,1,2,0,2.7548
802,8,8,5,45,2,3,2,1,1,1,1.3896
802,8,8,5,1,4,2,2,1,1,1,2.8373
