804	8	2214.7	1	2	2
804	8	1219.8	1	2	2
804	8	3035.2	1	2	2
804	8	1170.6	1	2	2
804	8	1111.2	1	2	2
804	8	1067.3	1	2	2
804	8	1138.1	1	2	2
804	8	1034.3	1	2	2
804	8	858.87	1	2	2
804	8	1114.2	1	2	2
804	8	1020.2	1	2	2
804	8	983.49	1	2	2
804	8	1499.5	1	2	2
804	8	1959.7	1	2	2
804	8	1316	1	2	2
804	8	1156	1	2	2
804	8	941.56	1	2	2
804	8	1040.6	1	2	2
804	8	834.35	1	2	2
804	8	901.2	1	2	2
804	8	878.91	1	2	2
804	8	976.03	1	2	2
804	8	895.91	1	2	2
804	8	1003.1	1	2	2
804	8	788.17	1	2	2
804	8	869.01	1	2	2
804	8	914.83	1	2	2
804	8	939.83	1	2	2
804	8	1766.7	1	2	2
804	8	1364.9	1	2	2
804	8	826.41	1	2	2
804	8	1043.2	1	2	2
804	8	732.5	1	2	2
804	8	787.26	1	2	2
804	8	954.45	1	2	2
804	8	843.02	1	2	2
804	8	777.23	1	2	2
804	8	859.67	1	2	2
804	8	1157.7	1	2	2
804	8	902.75	1	2	2
804	8	900.04	1	2	2
804	8	842.42	1	2	2
804	8	1012.8	1	2	2
804	8	1132.9	1	2	2
804	8	739.05	1	2	2
804	8	803.06	1	2	2
804	8	1647.5	1	2	2
804	8	933.39	1	2	2
804	8	732.67	1	2	2
804	8	1708.7	1	2	2
804	8	902.93	1	2	2
804	8	1653.7	1	2	2
804	8	928.5	1	2	2
804	8	1064.3	1	2	2
804	8	1024.7	1	2	2
804	8	876.43	1	2	2
804	8	2248.1	1	2	2
804	8	865.15	1	2	2
804	8	2582.6	1	2	2
804	8	1434.4	1	2	2
804	8	775.28	1	2	2
804	8	812.62	1	2	2
804	8	2384.9	1	2	2
804	8	1001.4	1	2	2
804	8	1346	1	2	2
804	8	2760.8	1	2	2
804	8	791.52	1	2	2
804	8	2659.1	1	2	2
804	8	1003.3	1	2	2
804	8	872.09	1	2	2
804	8	1016.5	1	2	2
804	8	823.91	1	2	2
804	8	1058.1	1	2	2
804	8	1219.7	1	2	2
804	8	1160	1	2	2
804	8	2143.5	1	2	2
804	8	922.74	1	2	2
804	8	1322.6	1	2	2
804	8	970.81	1	2	2
804	8	1720.5	1	2	2
804	8	2090.5	1	2	2
804	8	1480.6	1	2	2
804	8	2445.8	1	2	2
804	8	1368.2	1	2	2
804	8	1084.1	1	2	2
804	8	726.13	1	2	2
804	8	773.56	1	2	2
804	8	1123.6	1	2	2
804	8	820.17	1	2	2
804	8	840.86	1	2	2
804	8	1059.1	1	2	2
804	8	1066.3	1	2	2
804	8	1951.4	1	2	2
804	8	3629.6	1	2	2
804	8	850.51	1	2	2
804	8	1335.7	1	2	2
804	8	1060.6	1	2	2
804	8	1999.1	1	2	2
804	8	1260.4	1	2	2
804	8	1688.4	1	2	2
804	8	798.83	1	2	2
804	8	1278.4	1	2	2
804	8	874.82	1	2	2
804	8	834.98	1	2	2
804	8	822.67	1	2	2
804	8	762.18	1	2	2
804	8	863.57	1	2	2
804	8	957.95	1	2	2
804	8	1139	1	2	2
804	8	1005.2	1	2	2
804	8	907.29	1	2	2
804	8	1361.3	1	2	2
804	8	1162.2	1	2	2
804	8	755.51	1	2	2
804	8	1314.9	1	2	2
804	8	981.73	1	2	2
804	8	1899.1	1	2	2
804	8	932.9	1	2	2
804	8	797.59	1	2	2
804	8	1408.3	1	2	2
804	8	915.96	1	2	2
804	8	949.41	1	2	2
804	8	1334	1	2	2
804	8	848.39	1	2	2
804	8	784.94	1	2	2
804	8	927.76	1	2	2
804	8	1088.3	1	2	2
804	8	653.58	1	2	2
804	8	639.07	1	2	2
804	8	899.24	1	2	2
804	8	1650.2	1	2	2
804	8	2187.3	1	2	2
804	8	829.93	1	2	2
804	8	841.49	1	2	2
804	8	944.08	1	2	2
804	8	840.5	1	2	2
804	8	1100	1	2	2
804	8	724	1	2	2
804	8	1590.2	1	2	2
804	8	883.94	1	2	2
804	8	2493.8	1	2	2
804	8	1426.6	1	2	2
804	8	1005.6	1	2	2
804	8	1186.8	1	2	2
804	8	750.23	1	2	2
804	8	1568.7	1	2	2
804	8	839.46	1	2	2
804	8	1070.5	1	2	2
804	8	878.68	1	2	2
804	8	1234.4	1	2	2
804	8	799.4	1	2	2
804	8	791.71	1	2	2
804	8	1241.2	1	2	2
804	8	739.76	1	2	2
804	8	862.73	1	2	2
804	8	1733.2	1	2	2
804	8	641.61	1	2	2
804	8	838.34	1	2	2
804	8	1025.7	1	2	2
804	8	915.87	1	2	2
804	8	1531.6	1	2	2
804	8	1102	1	2	2
804	8	802.76	1	2	2
804	8	743.09	1	2	2
804	8	691.98	1	2	2
804	8	928.39	1	2	2
804	8	693.17	1	2	2
804	8	1137.6	1	2	2
804	8	1134.2	1	2	2
804	8	800.84	1	2	2
804	8	805.05	1	2	2
804	8	769.95	1	2	2
804	8	825.38	1	2	2
804	8	730.32	1	2	2
804	8	1117.3	1	2	2
804	8	946.32	1	2	2
804	8	1273.9	1	2	2
804	8	1330.5	1	2	2
804	8	769.55	1	2	2
804	8	1060.6	1	2	2
804	8	674.9	1	2	2
804	8	828.35	1	2	2
804	8	931.84	1	2	2
804	8	694.86	1	2	2
804	8	1782.1	1	2	2
804	8	1217.7	1	2	2
804	8	1208	1	2	2
804	8	832.13	1	2	2
804	8	1431.8	1	2	2
804	8	1042.4	1	2	2
804	8	1147.6	1	2	2
804	8	1465.7	1	2	2
804	8	870	1	2	2
804	8	907.36	1	2	2
804	8	913.75	1	2	2
804	8	1077.1	1	2	2
804	8	981.7	1	2	2
804	8	933.99	1	2	2
804	8	819.3	1	2	2
804	8	1237.5	1	2	2
804	8	772.87	1	2	2
804	8	2627.6	1	2	2
804	8	749.45	1	2	2
804	8	2225.4	1	2	2
804	8	2495.8	1	2	2
804	8	825.91	1	2	2
804	8	3684.5	1	2	2
804	8	827.66	1	2	2
804	8	1320	1	2	2
804	8	2408.2	1	2	2
804	8	1570.5	1	2	2
804	8	1459.7	1	2	2
804	8	2448.5	1	2	2
804	8	814.07	1	2	2
804	8	896.66	1	2	2
804	8	891.05	1	2	2
804	8	896	1	2	2
804	8	980.34	1	2	2
804	8	875.58	1	2	2
804	8	1014.8	1	2	2
804	8	1827.7	1	2	2
804	8	855.17	1	2	2
804	8	856.89	1	2	2
804	8	846.07	1	2	2
804	8	788.03	1	2	2
804	8	1557	1	2	2
804	8	1118.2	1	2	2
804	8	1923.6	1	2	2
804	8	922.68	1	2	2
804	8	877.95	1	2	2
804	8	942.56	1	2	2
804	8	966.12	1	2	2
804	8	1182.4	1	2	2
804	8	1092.7	1	2	2
804	8	921.8	1	2	2
804	8	1776.7	1	2	2
804	8	1321.6	1	2	2
804	8	932.35	1	2	2
804	8	1086.8	1	2	2
804	8	1354	1	2	2
804	8	1788.9	1	2	2
804	8	1254.6	1	2	2
804	8	1036.3	1	2	2
804	8	2509.8	1	2	2
804	8	1407.4	1	2	2
804	8	1857	1	2	2
804	8	1257.1	1	2	2
804	8	1069.2	1	2	2
804	8	2067.5	1	2	2
804	8	1255.8	1	2	2
804	8	916.89	1	2	2
804	8	1924.2	1	2	2
804	8	2267.5	1	2	2
